time,rayIndex,x,y,objectDetected
4.337632,50,0.05,0.55,Wall4
4.337632,51,0.15,0.55,Wall4
4.337632,52,0.25,0.55,Wall1
4.337632,53,0.35,0.55,Wall1
4.337632,54,0.45,0.55,Wall1
4.337632,55,0.55,0.55,Wall1
4.337632,56,0.65,0.55,Wall1
4.337632,57,0.75,0.55,Wall1
4.337632,58,0.85,0.55,Cube67
4.337632,59,0.95,0.55,Cube52
4.337632,60,0.05,0.65,Wall4
4.337632,61,0.15,0.65,Wall4
4.337632,62,0.25,0.65,Wall1
4.337632,63,0.35,0.65,Wall1
4.337632,64,0.45,0.65,Wall1
4.337632,65,0.55,0.65,Wall1
4.337632,66,0.65,0.65,Wall1
4.337632,67,0.75,0.65,Wall1
4.337632,68,0.85,0.65,Wall1
4.337632,69,0.95,0.65,Wall1
4.337632,70,0.05,0.75,Wall4
4.337632,71,0.15,0.75,Wall4
4.337632,75,0.55,0.75,Wall1
4.337632,76,0.65,0.75,Wall1
4.337632,77,0.75,0.75,Wall1
4.337632,78,0.85,0.75,Wall1
4.337632,79,0.95,0.75,Wall1
4.342216,0,0.05,0.05,Floor
4.342216,1,0.15,0.05,Floor
4.342216,2,0.25,0.05,Floor
4.342216,3,0.35,0.05,Floor
4.342216,4,0.45,0.05,Floor
4.342216,5,0.55,0.05,trialStarter
4.342216,6,0.65,0.05,trialStarter
4.342216,7,0.75,0.05,trialStarter
4.342216,8,0.85,0.05,trialStarter
4.342216,9,0.95,0.05,Floor
4.342216,10,0.05,0.15,Floor
4.342216,11,0.15,0.15,Floor
4.342216,12,0.25,0.15,Floor
4.342216,13,0.35,0.15,Floor
4.342216,14,0.45,0.15,Floor
4.342216,15,0.55,0.15,Floor
4.342216,16,0.65,0.15,trialStarter
4.342216,17,0.75,0.15,Floor
4.342216,18,0.85,0.15,Floor
4.342216,19,0.95,0.15,Floor
4.342216,20,0.05,0.25,Floor
4.342216,21,0.15,0.25,Floor
4.342216,22,0.25,0.25,Floor
4.342216,23,0.35,0.25,Floor
4.342216,24,0.45,0.25,Floor
4.342216,25,0.55,0.25,Floor
4.342216,26,0.65,0.25,Floor
4.342216,27,0.75,0.25,Floor
4.342216,28,0.85,0.25,Floor
4.342216,29,0.95,0.25,Floor
4.342216,30,0.05,0.35,Floor
4.342216,31,0.15,0.35,Floor
4.342216,32,0.25,0.35,Floor
4.342216,33,0.35,0.35,Floor
4.342216,34,0.45,0.35,Floor
4.342216,35,0.55,0.35,Floor
4.342216,36,0.65,0.35,Floor
4.342216,37,0.75,0.35,Floor
4.342216,38,0.85,0.35,Floor
4.342216,39,0.95,0.35,Floor
4.342216,40,0.05,0.45,Cube63
4.342216,41,0.15,0.45,Wall4
4.342216,42,0.25,0.45,Wall1
4.342216,43,0.35,0.45,Cube32
4.342216,44,0.45,0.45,Wall1
4.342216,45,0.55,0.45,Wall1
4.342216,46,0.65,0.45,Cube83
4.342216,47,0.75,0.45,Cube96
4.342216,48,0.85,0.45,Cube67
4.342216,49,0.95,0.45,Cube52
4.342216,50,0.05,0.55,Wall4
4.342216,51,0.15,0.55,Wall4
4.342216,52,0.25,0.55,Wall1
4.342216,53,0.35,0.55,Wall1
4.342216,54,0.45,0.55,Wall1
4.342216,55,0.55,0.55,Wall1
4.342216,56,0.65,0.55,Wall1
4.342216,57,0.75,0.55,Wall1
4.342216,58,0.85,0.55,Cube67
4.342216,59,0.95,0.55,Cube52
4.342216,60,0.05,0.65,Wall4
4.342216,61,0.15,0.65,Wall4
4.342216,62,0.25,0.65,Wall1
4.342216,63,0.35,0.65,Wall1
4.342216,64,0.45,0.65,Wall1
4.342216,65,0.55,0.65,Wall1
4.342216,66,0.65,0.65,Wall1
4.342216,67,0.75,0.65,Wall1
4.342216,68,0.85,0.65,Wall1
4.342216,69,0.95,0.65,Wall1
4.342216,70,0.05,0.75,Wall4
4.342216,71,0.15,0.75,Wall4
4.342216,75,0.55,0.75,Wall1
4.342216,76,0.65,0.75,Wall1
4.342216,77,0.75,0.75,Wall1
4.342216,78,0.85,0.75,Wall1
4.342216,79,0.95,0.75,Wall1
4.353651,0,0.05,0.05,Floor
4.353651,1,0.15,0.05,Floor
4.353651,2,0.25,0.05,Floor
4.353651,3,0.35,0.05,Floor
4.353651,4,0.45,0.05,Floor
4.353651,5,0.55,0.05,trialStarter
4.353651,6,0.65,0.05,trialStarter
4.353651,7,0.75,0.05,trialStarter
4.353651,8,0.85,0.05,trialStarter
4.353651,9,0.95,0.05,Floor
4.353651,10,0.05,0.15,Floor
4.353651,11,0.15,0.15,Floor
4.353651,12,0.25,0.15,Floor
4.353651,13,0.35,0.15,Floor
